,Title,rating score,IsItPositive,Review
677," What's the point?
",1,False,"It is amazing how the most famous tv show can be ruined with just one episode. I was looking forward to the battle, knowing it might be the biggest in tv history but i think that the biggest tool they used for attracting audience was the whole mystery revolving around night king . At the end of the episode i was left with absolutely no information about a character with well hidden motives and background. The night king had the potential to be one of the greatest villains of any show ever but he just happened to be a joke. For God's sake how are some of the main characters still alive? This is not the GoT i know and enjoy watching."
678," For the first time ever, I don't care about the next episode of Game of Thrones
",1,False,"Not only do I no longer care about the next episode of Game of Thrones now, I also won't be able to re-watch the series, nor will I be able to recommend others watch it. The thought of rewatching the series is now comical, one big joke. The very first scene in the series is of white walkers. There is a 700ft wall of ice that has stood for thousands of years to keep the others out. Knowing how it all ends just makes me burst into laughter. It was all a complete joke, all for nothing. Thousands of years of people being sent to guard the wall for the Night's Watch, and the Night King could have been defeated in literally one evening, how hilariously stupid.This show is now a meme, and nothing more."
679," 8 years wasted in 80 minutes
",5,False,"I grew up watching this show, I waited year after year with a lot of enthusiasm for every season, and after this episode I'm so disappointed. I'm not curious what will happen next."
680," Producers using bots for rating?
",1,False,"Most of the fans who wrote the reviews gave the episode rating below 5 and a large number of them giving the least possible rating of 1.
Then how come the episode has rating of 8.6The episode was garbage. Destroyed the entire show and white walkers for me. From my all time fav show to not even in top 10 now as they screwed the ending and the plot buildup of last 7 seasons.This is not the bold and daring GoT full of surprises and writers were able to kill any lead character to support the plot.
But now it's just Garbage of TV since the inception of season 8."
681," GOT IS DEAD! this episode killed the whole previous 7 seasons!
",1,False,"After 9 years of warning us of the danger of the ""Night King"" ... after 9 years of repeating ""Winter is Coming"" every single episode ..and inside the world of the story .. after 8000 years of the NK terrorizing the entire realm that they built a special huge magical wall to keep him out!he's just dead in 2 minutes !!!!!!!!!!!!! the most dangerous villain you've ever seen .. was killed in 2 minutes by a little girl that stabbed him while he was literally in the middle of his army of the dead and his generals!!!!!Oh, the long night of the ""winter is coming""? and the longest winter ever?
Ooopsie, we just meant the 20 minutes winter .. it's sunshine tomorrow!ffs, just cancel the show"
682," Is the show getting bot reviews????
",4,False,So I am reading reviews everywhere!Majority are angry about the episode! HOW IN THE WORLD IS IT a 9.0???
683," Say thank you to the mediocre writing.
",7,False,"I've never written a review for a GoT episode, but I had to for this.
The only reason I'm giving this a 7/10 is due to the monumental amount of effort the cast and crew invested into the making of this episode. The set designs, the production value, the CGI, the mammoth battle sequences, and the acting of the cast members. I can only imagine how tiring it was for the cast and crew during those 55 long days and nights. I applaud their perseverance.
Yet, the entire time I watched this episode, not for a minute could I stop and appreciate their efforts. The writing was just that mediocre.
The main characters were shrouded with layers upon layers of plot armour. Jamie and Podrick are backed into a corner by an army of the undead yet somehow fend them off. Tyrion, Sansa, Varys, and Gilly are trapped in the crypts with the undead yet somehow survive with only two daggers. Jon Snow gets surrounded by the undead but manages to fight them off long enough for Dany to save him. I could keep going on.
The writers took the realism aspect that GoT is infamous for and tossed it in the rubbish bin. You hype up the Long Night for 8 seasons and paint the White Walkers as the supreme supernatural threat of the series only for them to be defeated in one episode without any casualty from the main characters.
There were a few noticeable continuity mistakes between the transition of scenes, but those can be forgiven. You take on the huge task that was this battle sequence, there's bound to be some mistakes.
The script, however, can not be forgiven. Hardhome was on a smaller scale yet I consider it leagues above this episode. It's a shame. Let's hope the last three episodes can make up for this."
684," Everything that happened until now is pointless
",3,False,"6 season of dothraki plot gone in seconds( stupid battle plans)
Sam, Jamie, Brienne, Jon, Pod, Greyworm were surrounded by wights on multiple occasions( most of them should've died)
Jon was useless
Danny was useless
Bran was useless
And Arya who didn't even know that the Night King existed gets the kill
This was the worst writhing this show had yet.(== Dorne)"
685," Fans deserved better
",1,False,For something that was hyped up since season 1. This Episode was pathetic. Night King deserved better. So did we.
686," The showrunners think they can fool everyone
",4,False,"Okay. If this is not the worst, it is one of the worst episode of GOT. I can't believe that I loved this show. GOT used to be great but now it is just another fan servicing SHOW.
I rated 4/10 for old times' sake."
687," Hodor Held the Door for This?
",1,False,"It is unthinkable what the writers have done with Season 8 and this episode in particular. In all honesty, HBO should fire the creatives and re-make Season 8. It's that bad."
688," Great disappointment.
",6,False,"This is not GoT TV show I loved. Still entertaining, but dumb as any other average tv show from the 90s. I think HBO writers can't be fully adult people. Just fanboy kids who never understood what was the all tv show about. Plot armors, teleports, stupid storytelling, characters uselessness... things could never be approved by GRRM!"
689," Lore Breaking and Ignores Source Material
",2,False,"I expected a cleaner script than Season 7 since they took a longer break this season but I was wrong. This episode alone has many issues some being:* Lore breaking ""Scorpions"". A dragon's hide is extremely strong and can not get penetrated but the scorpion goes through Rhaegal's neck. The only other dragon to die to a scorpion attack in GoT/ASOIAF history was shot in the eye damaging the brain. The author describes this as a ""one in a million shot"".* Euron being a plot device to weaken Daenerys' forces. In Season 7 he is randomly teleported attacking the Greyjoy(Yara) and Dorne fleet and the Targaryen Unsullied fleet. This episode Dany's remaining fleet was destroyed and all of these attacks have been cheap and unsatisfying. Unless Dany has a traitor leaking her strategies this is just too much.* Conveniently killing off Rhaegal so Jon does not have to participate in the attack on King's Landing using dragonfire so he can keep his cookie cutter good personality. There was a perfect chance to kill off Rhaegal in Episode 3 but instead he was killed off as a failed shocking moment with no respect to the universe lore.* It is impossible for an airforce to be surprised by an ocean attack. Look at history, it has never happened. The writers excuse this as ""Dany forgetting Euron but Euron not forgetting about her"" when she has travelled to Dragonstone to prepare attacjs on her enemies, Euron and his fleet and Golden Company being over half of those enemies she plans to attack.* Forced Daenerys madness plot. This will probably happen in the books as well except there will be build up for it. Suddenly worrying about innocents when the Starks, Lannisters never had to ever worry about them is forced. The Starks took Winterfell back and surely innocents were murdered but since it is the Starks no one mentions it. The show had perfect opportunities to build up Dany's madness but every time it showed a controversial Dany scene it gave us another 10 just and moral scenes to delete it. Here you have Dany's arc about to reduced to Cersei's in two episodes instead of a slow and consistent descend to madness.* The direwolves are an extreme part of the characterisation of the Starks in the books but the show has not used them for anything. Ghost who is the last name Jon says before he dies in the books is given away in such an unsatisfying way. Why even have Ghost fight in Episode 3 if his teeth and paws will do nothing to the Others? As far as I am aware his teeth are not Dragonglass or Valyrian Steel. All Jon has done to Ghost this season is let him lose an ear and get serious injuries for nothing then abandons him.* Sansa's smartness is told by other characters but never shown. Given that in a deleted scene in Season 7 Sansa was about to execute Arya it is clear she is not smart as she or Arya claim. Sansa also risked the life of all the North by treating the Targaryens with disgust, without them the North would be doomed and a smart political player would shut their mouth and swallow their pride until the threat is over. Stop telling us Sansa is smart and instead show us that she is smart.* Varys complaining that Daenerys is cruel and never listens. Don't tell us she has been cruel and not listening, show us. Ever since Tyrion and Varys joined Dany as advisors she has listened to them in every single situation except the burning of the Tarlys. If she listen to Olenna, Elaria and Yara she would be sitting on the throne by now.* Bran is completely useless. He participated nothing in the ""Long"" Night surprisingly so you'd think he would have his own story here but nope. Fails to even take a look at Cersei and Euron.* This whole starve King's Landing strategy is also cruel but is being presented as a moral alternative. When cities are starved the people become violent and turn on each other, King's Landing has a population of one million which would be extremely destructive.* Inconsistent lines such as ""Gendry Rivers"", Tyrion being impressed with Bran's wheelchair although Doran Martell sits in one, incorrect ways of deaths for Jaime's line about the murder of his cousin and the Karstark he has killed.* Cersei does not take over Dragonstone which is extremely close to King's Landing. Additionally, Cersei does not attack Daenerys with her lore breaking scorpions when she comes to Missandei's parley.* Viserion's corpse just disappears. His body did not shatter like the White Walkers. Lyanna and Ed were turned into wights and their bodies did not decompose meaning Viserion wouldn't have either.* Davos does not sail with Dany's fleet when he is a skilled sailor. Dragonstone is an island so these armies will need to sail there and now that they have no fleet they are stranded on land near King's Landing.The writers clearly are just following the bullet points Geroge has provided without trying to build up and make a story around them. What this causes is an inconsistent plot with events being force and lorebreaking (such as the death of Rhaegal). Build up for major characters events such as Daenery's madness was put on pause until the Others are defeated then rushed after their death making the flow of events a complete failure."
690," Massive Budget, Massive Wait, Massive Letdown
",2,False,"I mean, seriously?D&D have made it impossible for me to further suspend my disbelief in this show, the plot holes are ridiculous, you have millions of dollars and advisors and outside help and years to create the final season and this is the result?A college student could have written a better script for the past two episodes.Pathetic and disappointing."
691," I'm not mad, just disappointed
",4,False,"This episode had some decent moments. Good opening scene, funny banter between Tyrion/Jaime/Brienne, and we finally got some more Tyrion POV that has been lacking in the past couple of seasons. I also really liked that we got to see Dany being vulnerable from her point of view. The Jon/Dany scene was a standout this episode. We saw her conflicted and emotional, telling Jon how much he means to her, but also her being selfish and wanting him to keep quiet about his identity. Good setup, hopefully they don't butcher this in the final episodes.Really where this episode starts to fall apart is in the logistics of the big moments. The same thing that has been plaguing the show the past couple of years, and D&D don't disappoint us here.How does a naval fleet ambush a dragon? How? Seriously.
How does Dany not see them? I guess they were hiding behind that rock the entire time. But still were able to easily put three bolts into Rhaegal without him being able to fly away. Hmm, okay. So Euron has a vicious fleet with pinpoint accuracy and is about to wipe them out. Their ships are getting obliterated, Tyrion jumps ship, and then .... they make it to the shore. Wait, what?? What happened to the attack? I guess Euron got his prize possession Missandei and was like ""yep, we're good here, just let them run away.""So they get away, after losing a dragon to one of those giant crossbows super easily. They set up a meeting with Cersei, who is waiting with like 10 crossbow bolt things. And Drogon is just sitting there casually with them and 50 soldiers. WTF!? Are they braindead? You just saw your dragon die to these things, and you bring your other dragon here and just sit there?And the best part is Cersei doesn't even attack them! Why TF would Cersei not just win the war here? She is not above using wildfire to blow up thousands of people but doesn't want to kill her biggest threat sitting in front of her like a sitting duck. jesusI really want to enjoy this show, I really do. And if it was just one episode I might be able to suspend my belief. But this nonsensical stuff is just thrown at us again and again, and it really takes me out of the moment.Help, I just want to enjoy my favorite show :("
692," Feels like D&D are just trolling us now
",3,False,"We see how The Dothraki almost evaporates in the first minutes of episode 3, we see how Jorah and a couple of other survivors miraculously escape shocked and mentally crushed. David Benioff commenting on this scene in the ""inside episode"" literally says and im quoting here ""What they see is just the end of the Dothraki essentially"". Literally the next episode we see battleplan scene where we find out that nope, half of the Unsullied is alive and half of The Dothraki is alive. Nice trolling, David. Next we are getting an exciting scene with Sansa, Arya, Bran finally finding out truth about Jon and soon as Bran starts to unveil the truth and all of us starts leaping forward to our tvs and monitors with excitement. Cut. Just like that. Later we see Sansa and Tyrion and excitement and tension building up again, we are about to see Tyrion's reaction about Jon being Targaryen. Can't wait for... Cut. Nice trolling, David, you had me there again. And then it just goes in a complete jokefest when Daenerys loses her second dragon and i will even ignore how she managed to not see the Iron Fleet from the sky, even a child can understand its not possible. Turns out she totally forgot about The Iron Fleet! Yes, guys. David Benioff in the next ""inside episode"" literally says, quoting again: ""While Dany kind of forgot about the Iron fleet and Euron's forces, they certainly haven't forgot about her"". When AGAIN in the same battleplan scene Varys says to Dany: ""And the Golden Company arrives in Kings Landing courtesy of Greyjoy fleet"" and we see Dany's unease reaction to this information. Again, nice trolling, David, you had me for the third time now. And then as a final two nails in the coffin we see Kings Landing suddenly changing from being fully surrouned by forest and water to becoming a city in a desert with no trees around and Daenerys after losing her second dragon decides to go and start NEGOTIATING(?!) just minutes after getting attacked, but not only that, negotiating in front of a woman who literally blew up a church full of people, who we all know will never negotiate with anyone, Daenerys decides it will be wise to stand in front of looked like 10-15 scorpions facing her and only ~50 unsullied protecting her and Drogon sitting in the background withing reach of all the scorpions. So just picture this. Two sides are at war and one side decides to ambush another side, so what the defending side will do in this situation? Go and negotiate. Yes, this is exactly how every conflict in the world works, just ignore what your enemy did to you minutes before and act like it didn't happen. Again, i am a fool who got trolled once more. My expectation were subverted, well done. Trolling level 9000."
693," I have to change my rating
",2,False,"Because I literally heard one of the writers that ""Dany forgot about Euron's fleet""You suck so much D&D"
694," Wow!! The Night King is not even an afterthought!!
",5,False,"They did not mention or show the Night King throughout the whole episode!! Nothing!! What a waste of a build up!! He and his army of the dead were completely useless!! Bran usefulness is over! After the war with the dead our heroes came out looking pretty good if you ask me!! wtf!!The scene between Daenerys and Cersei in front of Kings Landing was borderline pathetic. Daenerys and 80 unsullied asking Cersei to surrender?!! Is as if an ant ask a scorpion to surrender. Why Cersei did not finish them all there?
Why go there anyway? Just send ninjagirl to get rid of Cersei.The sea ""battle"" with Euron Greyjoy was... what was that? What happened? They did not show the events during the battle. It was so rushed felt like a filler.Jaime sudden switching personalities was odd. The writers just added it to create some last minute melodrama.I did like the dynamics some of the characters specially the Starks and Tyrion with Varys.Look I don't blame the actors or the team behind the show they are doing a great job. All the blame goes to the writers."
695," Dumb and Dumber
",3,False,"Logic is completely out the window. All the character development over the last decade is utterly and completely gone. I loved this show and now unfortunately I could care less. Will I finish the story out, yes but the interest has dropped massively this season. It's hot garbage at this point, which is so disappointing. The only one who deserves the throne is Ghost."
696," This doesn't feel like GoT anymore.
",4,False,"I hoped it would never happen to the show, but it did. This show had been so superior in writing for the longest time and now it's just cutting corners for the sake of setting up some cool shots or dramatic takes, and it's an extreme disservice to not only the loyal fans but GRRM himself. I've tried to excuse it for the last couple of episodes, but this is not the Game of Thrones that I've loved for the longest time. I thought Game of Thrones was better than choosing shock-factor over actual storytelling, but I was wrong. I truly hope others can enjoy the new direction the show is taking, and if you do, then you are extremely lucky and I hope it lives up to your expectations. Sadly, however, I am not one of them. I'm sorry this is how it is ending, GRRM, because I don't think this is what you'd have wanted."
697," This episode outright angered me
",5,False,"It started off fine, even touching, and then descended into a torturous unraveling of all sense, logic and character. Sansa breaks a promise made to Jon not two minutes after swearing to him to uphold it. What? Arya says we have to stay together as a family and then rides off saying she will never return. Jon bids goodbye to his injured and faithful direwolf Ghost with no embrace or sentiment whatsoever. The jump shock scene in which Rhaegal is killed after all those years in such senseless and non-productive manner sent me over the edge. Dany descends into madness, emotionally outcast, alone. What? The final sequence in front of King's Landing makes no sense at all. They could have been overrun right them and there. And Tyrion pleads yet again to Cersei after he knows that Bronn was sent by her to kill him? Doesn't anyone review the scripts for basic logical consistency? I wish they would stop focusing so obsessively on ""battle sequences"" and visuals and write DRAMA. Such a lack of imagination -- manipulative, unsophisticated and unforgivable."
698," The shark didn't just jump, it is flying.
",2,False,"""Dany forgot about the iron fleet.""Guess what D&D, no one remembers how you started - everyone will remember how it ended. You ruined Game of Thrones."
699," I'm not sure I am watching the same show, is this a parody of GoT?
",2,False,"No continuity, no logic, rushed writing...Has the CGI budged grew so much the show had to fire people woring on continuity? King's Landing suddently moved to a flat dessert away from sea, hills and trees! Armies that were shown completly decimated last episode are half back up! I guess for shock value and visuals, they had to die but now we need them so that's ok I guess. There's no logic behind the scenes, giant scorpions have 100% accuracy, characters are blind and writers and stupid and not in control of their own material.Or they simply do not care any more because they've been paid already and they are already moved on to ruin Star Wars futher.7 seasons, 8 years of build up in the most intricate and interesting series ever shown on TV and THIS is what we are getting?
Who approved this?
Why?"
700," Did HBO Honestly Believe People Would Like This???
",1,False,"Game of Thrones has suffered a STUNNING NOSEDIVE in quality this season! This episode was utterly absurd!!
*When Dany was joyriding her dragons over the enemy, did she forget she was at war?
*How could she POSSIBLY not see the big fleet of warships from the sky, when they could obviously see her?
*The scorpions were IMPOSSIBLY ACCURATE when the writers wanted them to be, then moments later, IMPOSSIBLY INACCURATE!
*Dany could EASILY have circled back and destroyed that fleet after it fired on her, since the guns clearly only pointed in ONE DIRECTION. But No! ???
*Cersei could EASILY have killed Dany, her queensguard, and her last remaining dragon as they stood TOTALLY EXPOSED beneath battlements lined with scorpions. But Cersei decides not to do so for NO REASON!I could go on and on, but you get the point. This show has, amazingly, gone from one of the greatest shows ever to truly cringe-worthy, fan fic, ""gone Hollywood"" absurdism. WOW!!"
701," Sad
",3,False,I don't want to rant or complain about this episode or series. I just wanted a good end to a great show. It's honestly heartbreaking to see this show end with such mediocrity.
702," Guess GoT means Game of Teleportation now.
",1,False,"Where to even start.I honestly cringe every time Danny portrays some of her newly acquired tyrant traits. I just don't understand. Why? Nothing in her character arc justifies it.
You know what does though? bad writing.Party scene was meh yet somewhat enjoyable thanks to Tormund mainly. Last episode was terrible and probably the biggest disappointment in TV history, but this episode was the first time I ever felt as if I was watching a cheap soap opera while viewing GoT. It's play-by-play Hollywood mediocrity.
> Step 1. Achieve important victory.
> Step 2. Remember Danny has a dark side, aaaand Immediately create artificial drama because people like Jon.
It's laughable. It's the definition of bad. it is a pure insult.You let the reveal between Jon, Bran, Sansa and Arya happen offscreen. What more do people need to understand what this show has become? That is what you do when you're incapable of coming up with something that's not trash for a change. Because it's the kind of scenario that requires some actual, good writing. You can't very well kill a dragon (or an entire Dothraki army) in every shot, can you? You can't. So just cut it. This would have NEVER happened in the first seasons. This WAS an important conversation. This NEEDED to be SEEN.
Good thing they swore secrecy though. Took Sansa a good 5 minutes or so to break.Jon barely looks at Ghost. The Direwolf. That's barely bigger than a sheep. There's so much wasted potential there. Nothing compared to the King of wasted potential himself. Or was it Night King? Can't seem to remember, BECAUSE HE WAS GONE IN 50 OR SO MINUTES!Then there's the ambush. If you think about the realism of that scenario you'll probably suffer a brain aneurysm.
If Danny has access to Starbucks, the Ironborn must have access to some serious radar tech. Unless anyone else knows how they pinpointed the Allied Fleet's location?If a large group of ships can see you, you can see them. But let's ignore that.Those Scorpions are cool. Except that's class of weapon doesn't work like that. It is not a sniper rifle. It is not accurate. At all.First two shots are lasers. The next 15 or so miss. Why? Because it's convenient. That, or Raegal forgot his plot armor at home. Poor thing.The writers are stupid, therefore Danny needs to be stupid too. All shots missed. All their weapons are mounted on the front. Do you:a) circle around and burn them to a crisp
or
b) retreatWhy the hell did Tormund not end up with Brianne? I honestly believed the sentiment between her and Jaime always has been a bond of respect and admiration. Ah but what kind of soap opera would this be if they didn't ruin that one too.Missandei gets teleported to Kings Landing. Yes, they've never seen her before, and yes, they know who she is. Shut up.
Everyone else gets GoTeleported to shore. Which, you know, adds more insult to injury. If they were that close to enemy territory, why the hell is Danny flying in open sight?I was mad before. I'm just disappointed now. Season 8 to Game of Thrones is what Mass Effect: Andromeda was to Mass Effect. A testament that any creation, not matter how loved, can be defiled and desecrated by the incompetence of the few, who for some god awful, unknown reason, call themselves writers.I can only hope George R. R. Martin doesn't watch this season. He'd probably die of a bad heart if he did."
703," I feel sorry for GRRM
",1,False,"This garbage could not be further from the GoT that GRRM created.
Congratulations D&D for destroying one of the best shows ever! Please tell me that you spend so much money in season 8, because you filmed two versions: the joke version (the one we are watching now), and the real version written by grownups with common sense.
I stopped having any expectations since season 7, and yet you continue to amaze me with your stupidity. I can write for hours about plot holes, plot armors, idiotic dialogues, lack of congruence to character arcs or developments, Hollywood moments. Other reviews have covered these problems more fluently than I could, especially now that I could not care less.
GoT was my favorite show. I can't wait for it to be over, and for D&D to never work in TV again."
704," I almost cried how bad this is.
",2,False,"This is not GOT anymore. The beginning was fine, thats the only reason I didn't give 1 star. Everything else is a complete mess. 15-20 minutes of unimportant feast and they couldn't give us 15 seconds pf heartwarming farewell between Ghost and Jon? Or the moment when Jon tells Arya and Sansa that he is Aegon Targ., the most important acknoledgement in the series and they do it off screen??? For 8 seasons we have been waiting to find out what did Night King want and in this episode there is no single line about him... Dialogs between the characters are as if were written by children, everything is so forced, 90% of the dialogs are just random and unimportant gibberish between the characters and are not contributing to the development of the season. There is no logic in Rhaegals death, they were flying high in the sky and could not see the whole fleet approaching? How the F are those scorpions so precise to shoot him 3/3 times from that distance, but they miss drogon, who came much closer, with every shot? I can't talk about this piece of ****, its not worth anymore of my time."
705," Too disappointed to type up a full review.
",5,False,"Let me just say this.
Season 5 and 7 were considered ""bad"" by GoT standards. Season 8 so far, and this episode in particular, are ""bad"" by T.V standards. This isn't a bad GoT episode, it's actually a bad episode.
You get me?"
706," Shame
",1,False,"I think it says a lot that many viewers have never written a review before but have suddenly felt compelled to do so now. I'm in that same boat (kind of like being on one of Dany's boats, helplessly watching something that was incredible sink before our very eyes). I won't even get into the various plot holes, plot armor, or questionable/unexplained/avoided directions in writing. They have been thoroughly pointed out already. The whole argument of saying those who are disappointed only because the ending is not what they expected, is nonsense. Many including myself, would probably have preferred an ending they didn't expect as long as it made sense in the whole scheme of things. When a majority of characters begin to seemingly act out of character that they have been built up to be for years, fans will obviously have an issue with this. Also to those suggesting that anyone with such sudden criticism must not be a true fan is a complete cop out. We are venting our dissatisfaction with the product of what the series has become because of our heavy emotional investment in it. We have grown to love the characters, how they have evolved and just wanted their arcs to be completed in a logical manner. So yea, the just stop watching if you don't like it argument isn't that simple. To me, this season has the feel of a show that had to replace all it's major characters last minute and thus never feels the same. The faces haven't changed though, and this is in no way a knock on the actors themselves. I have great respect for their amazing portrayals over the years. I have never read the books but often enjoyed reading much of the book lore to get a better understanding of things. Have also read many fan theories/predictions as a fun way to compare them to my own. Just as I have never written a review, I have never read a single show review of the series prior to this season. I never felt the need to as I didn't care what others thought, I always loved it for what it WAS. With all the hype, buildup, and extended wait, what they have presented us with honestly feels like a slap in the face and it questions our intelligence. Feels like we have been scammed or cheated. After reading other's reviews, it oddly gave me a small sense of relief in knowing I'm not alone in my utter, heartbreaking disappointment. I guess that is the most I could possibly expect now in regard to the bittersweet ending I never saw coming. Shame."
707," I pretty much loved everything the show had to offer. Up until this point.
",1,False,"I kind of expected it, for the writers to throw 7 seasons of build ups into the waste. But I didn't expect it would be this bad.1) Jon was always the light in the darkness to everyone. He's the character you'd look-up to when you lose hope in everyone else. He's always the salvation of the entire story. He does what he does because he believes in it. Yet in this episode and the last, I can't help but feel he's reduced to a publicity stunt whemp. In the Long Night, he virtually did nothing, like at all despite the build up of an entire story revolving around him being the one to save the day. Except, he was shouting at a dragon when the day was saved by the character with no build-up towards the storyline (Jon was always the one concerned with the NK, Arya heard of him basically after everyone else did). Then he goes to lick Dany's boots in what only appears to be degrading. He had seen her thirst for ruling. He looked her in the eyes and saw in them how the Iron Throne is the ONLY thing she cares about. He had seen in her eyes that she isn't very different than any power-hungry rulers he had met before. Yet, he decides to keep supporting her when he knows it is not the right thing to do. For the first time ever, I feel disgusted by Jon Snow. I've never thought my favorite character could become this ... thing.2) Dany had a bit of goodness in her. She seemed to be a good ruler. She would go at lengths to ensure her people do not suffer. Yet we see her reduced to Cersei's level in a matter of literally 5 minutes. For seasons they give us reason to believe she actually cared for anyone. Then in 5 minutes they take that entirely away. What? She lost her dragon? Or what she calls her son? How is she ANY different from Cersei? Everything Cersei did, she justified it by convincing herself it was for her kids. Now we got another raging power-hungry maniac who was supposed to be a good one. Yeah great storytelling.3) How do you ambush a dragon roaming the SKIES? There was NO WAY she couldn't see the enemy ships. It's NOT possible. Their battles/engagements have always felt crappy, but this is a whole new level of low. Also, how do you suddenly write-off a dragon (A DRAGON FFS) in 30 seconds of screen time? Idk, maybe if we got less scenes about drunk people getting more drunk, and more build-up towards a dragon dying...4) How was Missandei kidnapped? Shooting a bunch of ships from afar is one thing, going in there looking for one particular person is another. None of those important details were shown at all. It's like the script said: ""ambush, dragon dies, Missandei kidnapped. Back to kingslanding, Missandei is in chains"". I bet the real script wasn't much different.5) Jon throwing a bombshell on Arya and Sansa suddenly switches to blackscreen. Yeah, great cheap way of not putting any effort into showing the reaction of something this big. Really well-done.The writers have to pull a miracle to come back from this mess.By the end of this episode, it felt like watching Days of Our Lives."
708," D&D should be fired from their job
",1,False,Such pathetic writing ruined the whole show i apologize to everyone whom i recommend this show
709," Last week I was left disappointed. Now I'm just sad
",4,False,"The scene where Euron Greyjoy appeared out of nowhere near the Dragonstone, killed the dragon and then disappeared with Missandei, teleporting back to Kings Landing was just unprecedentedly awful. The people that were responsible for montage and/or writing have to be fired immediately!"
710," Horrible
",1,False,"So many cheesy lines, it is disgusting! You can actually feel like how GoT is making series based on market research. How many times in your life you have seen movie/TV show character says: ""I'm not drunk"", and then gets up and almost falls with following up ""Maybe a little"" ? I almost puked here. Marriage proposal was also so childish and cheesy, as well as Jamie's flirting with his lady.So many pointless dialogues and then crown of every irrational thinking: Dragons getting AMBUSHED ON OCEAN. God damn it. And after one dies, other dragon suddenly becames Neo from Matrix with avoiding 100 spears per second. Horrible.And above everything, we still have most hyped character Bran doing nothing. Again. I am losing hope that he will have any influence in show.Thanks for killing best show there was."
711," I don't care anymore
",1,False,"The nice girl beheaded, the fleet sank, half of the dragons killed, some pissing contest between the dragon queen en Sansa. I couldn't care less. And that's horrible for a show I loved so much."
712," Dany Forgot about the Iron fleet!!
",1,False,"D&D ruined the greatest show of all time, they had plenty of time to do better.
i do hope HBO won't hire them for the upcoming projects, if every project end like this i don't see how we can trust anything this channel offer.
as first step i canceled my subscription."
713," What happened to the ""Game"" in ""Game of Thrones""?
",5,False,"Where is Cersei? Where is Jon? Where is Tyrion?
Where is that exciting ""Game"" in ""Game of Thrones""?Who is this Daenerys whom we all fell in love with?
Who is this Jon just standing with the sword (or safely riding on a dragon in ""The Long Night"") on the dying street on King's Landing doing absolutely nothing?
Who is this Tyrion just delivering a few dialogs with conclusively no impact at all in anybody?
Who is this Cersei so helpless, so destitute, so impotent?Why am I feeling lost? Why such a feeling that this is not the show what we knew as GoT?Why D&D are in such a hurry to wrap things up in two episodes?Why suddenly there is so much hollowness in all the characters who had so persistently maintained their focus and spirit in all those seven episodes, and created this very bold and exciting series?Why this abrupt change of character of Dany who throughout maintained she is the Mother, she is the Meshiah, she came here to rescue all of us in this seven kingdoms from those tyrants? Only because Jon exposed the secret to his sisters and thereby to Tyrion and Varys, all of here life's philosophy got suddenly worthless? Only because Cersei beheaded Missandei, she lost all her idealogies? Just a sight of the Red Keep with Cersei standing over it, Dany lost herself? Where is that strong and admirable character?Why after so many years of preparation of this battle, after so many sacrifices, troubles, murders, plots etc., suddenly Cersei had just no defences? No strategies? No battle plans? All she could is just standing there and watch the dragon burn the city? Where is that merciless and shrewd Cersei who killed so many people along with the High Sparrow? Where is that Cersei who never accepts defeat without fight?Why so frequent and dramatic changes in Jaime? Once he realizes he ought to keep his promise to be with the right side, in the next moment his love for Cersei makes everything obsolete? And after so many armies, allies, threatenings, preparations only Jaime is there to rescue Cersei?How Euron killed a dragon just like that in ""The Last of the Starks"" and he doesn't know what to do when the actual battle took place? Just a few arrows missed and he is clueless? All of a sudden his ambition is to kill Jaime? Why? Because he knows Jaime is the only obstacle on the path to win Cersei?Why only one dragon is just enough to win the so long awaited battle? With no contribution from the frightful dothraki, the fearless unsullied? No Jon, no Davos, no Tyrion, no Brienne, no Grey Worm - nobody is required? Why didn't Daenerys just flew with all the three dragons intact, and burned the city and won the iron throne? So easy?
Where is the Game?
Where is our Game of Thrones?"
714," The right ending feels wrong
",7,False,"I try to keep this as short as possible:G.R.R. Martin had it right.
Selfish monarchs, wars, conquers and religious fanatics are bad and lead to harm. That's what GoT was all about.
It made a lot of sense for Dany to turn out as the ultimate threat being nothing like a every other conquer. It also made sense to end the long night before that.BUT D&D Hollywooded it up.
They underestimated how much people loved the complexity and realism of GoT. They made smart characters really stupid in order to help the story to end quickly. Plot twist feel rushed and unexplained.
Also Arya killing the NK is a joke. Decisions like that had nothing to do with the GoT lore and were made just to surprise, unlike Genius twists like hodor/ red wedding that made sense and kept developing the story.
Characters like Euron were introduced perfectly and ended up feeling like a meme.The issues that this episode has are not to blame on this episode but on the entire process starting mid season 7. Still it feels really unsatisfying and I didn't enjoy watching most of it."
715," D&D
",4,False,"Great acting, great production, and mind blowing CGI cannot make up for poor writing.""It's easy to do things that are shocking or unexpected, but they have to grow out of characters. They have to grow out of situations. Otherwise, it's just being shocking for being shocking."" -GRRM"
